PC1,PC2,label,num_cellulases,cellulase_list,cellulases,clade
-28.914792427596424,-3.074919147313624,Pyrgilauda_ruficollis,2,"['GH1', 'GH3']","GH1, GH3",Chordata
-1.959934578890277,19.579222241555147,Pan_paniscus,1,['GH1'],GH1,Chordata
-25.99470971882368,-1.833713967339813,Pygoscelis_adeliae,2,"['GH1', 'GH3']","GH1, GH3",Chordata
3.9086380573829396,-43.68579097984764,Camelina_sativa,7,"['GH1', 'GH2', 'GH3', 'GH3', 'GH9', 'GH10', 'GH51']","GH1, GH2, GH3, GH3, GH9, GH10, GH51",Viridiplantae
-3.1798569883241106,18.58119817172836,Phoca_vitulina,1,['GH1'],GH1,Chordata
-27.48722328285915,-6.253092325665386,Chrysemys_picta_bellii,2,"['GH1', 'GH3']","GH1, GH3",Chordata
37.40124309520934,9.407575218762751,Aspergillus_vadensis_CBS_113365,11,"['GH1', 'GH2', 'GH3', 'GH3', 'GH6', 'GH7', 'GH10', 'GH12', 'GH16', 'GH51', 'GH74']","GH1, GH2, GH3, GH3, GH6, GH7, GH10, GH12, GH16, GH51, GH74",Ascomycota
34.02300756247315,0.12670665414916732,Botrytis_deweyae,13,"['GH1', 'GH2', 'GH3', 'GH3', 'GH5', 'GH6', 'GH7', 'GH10', 'GH12', 'GH16', 'GH45', 'GH51', 'GH131']","GH1, GH2, GH3, GH3, GH5, GH6, GH7, GH10, GH12, GH16, GH45, GH51, GH131",Ascomycota
16.966038133451807,-5.23086036733757,Kalmanozyma_brasiliensis_GHG001,6,"['GH3', 'GH5', 'GH10', 'GH16', 'GH45', 'GH51']","GH3, GH5, GH10, GH16, GH45, GH51",Basidiomycota
37.640670770230386,4.690344940867007,Trichoderma_harzianum_CBS_226.95,9,"['GH1', 'GH2', 'GH3', 'GH3', 'GH5', 'GH7', 'GH10', 'GH45', 'GH74']","GH1, GH2, GH3, GH3, GH5, GH7, GH10, GH45, GH74",Ascomycota
39.0348967862,-4.382237673242149,Fusarium_musae,14,"['GH1', 'GH2', 'GH3', 'GH3', 'GH5', 'GH5', 'GH6', 'GH7', 'GH10', 'GH12', 'GH45', 'GH51', 'GH74', 'GH131']","GH1, GH2, GH3, GH3, GH5, GH5, GH6, GH7, GH10, GH12, GH45, GH51, GH74, GH131",Ascomycota
12.04623778095303,-9.326992322335935,Yarrowia_lipolytica_CLIB122,3,"['GH3', 'GH3', 'GH16']","GH3, GH3, GH16",Ascomycota
-2.2283950354142408,20.076531601422218,Naegleria_fowleri,1,['GH1'],GH1,other
-2.5809344866436246,20.638519993793697,Hippoglossus_hippoglossus,1,['GH1'],GH1,Chordata
6.708228173891489,-17.23129119455839,Kazachstania_barnettii,1,['GH16'],GH16,Ascomycota
4.525995396170536,-38.71771838129047,Musa_acuminata_subsp._malaccensis,5,"['GH1', 'GH3', 'GH9', 'GH10', 'GH51']","GH1, GH3, GH9, GH10, GH51",Viridiplantae
-3.2427761041741268,18.70183239945171,Ctenocephalides_felis,1,['GH1'],GH1,Arthropoda
5.3291812876072475,-42.524069675149676,Chenopodium_quinoa,6,"['GH1', 'GH3', 'GH3', 'GH9', 'GH10', 'GH51']","GH1, GH3, GH3, GH9, GH10, GH51",Viridiplantae
-2.8217955693875063,20.774139023713335,Pteropus_giganteus,1,['GH1'],GH1,Chordata
33.05334393798008,11.87163333612438,Aspergillus_heteromorphus_CBS_117.55,9,"['GH1', 'GH3', 'GH3', 'GH3', 'GH7', 'GH12', 'GH16', 'GH51', 'GH74']","GH1, GH3, GH3, GH3, GH7, GH12, GH16, GH51, GH74",Ascomycota
-3.4011725336959326,18.833516245793497,Drosophila_subpulchrella,1,['GH1'],GH1,Arthropoda
-4.800985137720224,18.085209966397837,Culex_quinquefasciatus,1,['GH1'],GH1,Arthropoda
14.89933208567844,-5.926309080269484,Phycomyces_blakesleeanus_NRRL_1555(-),6,"['GH3', 'GH3', 'GH5', 'GH9', 'GH45', 'GH51']","GH3, GH3, GH5, GH9, GH45, GH51",other
2.1216568296976805,-9.951185796052897,Limulus_polyphemus,1,['GH2'],GH2,Arthropoda
-3.0606320157176987,19.250140824072005,Myripristis_murdjan,1,['GH1'],GH1,Chordata
28.37068276311298,0.7742779705257002,Cucurbitaria_berberidis_CBS_394.84,9,"['GH1', 'GH3', 'GH7', 'GH10', 'GH12', 'GH16', 'GH45', 'GH51', 'GH131']","GH1, GH3, GH7, GH10, GH12, GH16, GH45, GH51, GH131",Ascomycota
3.3843695766746316,-38.54045388145098,Cajanus_cajan,5,"['GH1', 'GH3', 'GH9', 'GH10', 'GH51']","GH1, GH3, GH9, GH10, GH51",Viridiplantae
-4.443093676542318,3.3347485156550047,Dendroctonus_ponderosae,2,"['GH1', 'GH45']","GH1, GH45",Arthropoda
-3.081749094744295,19.114480687422578,Bos_taurus,1,['GH1'],GH1,Chordata
25.336223353170418,7.785643766156573,Eremomyces_bilateralis_CBS_781.70,8,"['GH1', 'GH3', 'GH3', 'GH3', 'GH7', 'GH10', 'GH12', 'GH16']","GH1, GH3, GH3, GH3, GH7, GH10, GH12, GH16",Ascomycota
5.393604001170583,-9.345985407488964,Scheffersomyces_stipitis_CBS_6054,3,"['GH2', 'GH5', 'GH16']","GH2, GH5, GH16",Ascomycota
-1.1732620910979412,-15.978363182052764,Thecamonas_trahens_ATCC_50062,2,"['GH3', 'GH5']","GH3, GH5",other
32.01652170067247,-11.8184068300158,Guyanagaster_necrorhizus_MCA_3950,13,"['GH1', 'GH3', 'GH5', 'GH5', 'GH6', 'GH7', 'GH9', 'GH10', 'GH12', 'GH16', 'GH30', 'GH51', 'GH74']","GH1, GH3, GH5, GH5, GH6, GH7, GH9, GH10, GH12, GH16, GH30, GH51, GH74",Basidiomycota
38.265843046372495,-4.498762115288652,Pestalotiopsis_fici_W106-1,14,"['GH1', 'GH2', 'GH3', 'GH3', 'GH5', 'GH5', 'GH6', 'GH7', 'GH10', 'GH12', 'GH45', 'GH51', 'GH74', 'GH131']","GH1, GH2, GH3, GH3, GH5, GH5, GH6, GH7, GH10, GH12, GH45, GH51, GH74, GH131",Ascomycota
-3.6679379880670973,19.60953759125686,Musca_domestica,1,['GH1'],GH1,Arthropoda
-3.428936867357762,18.8933706316253,Drosophila_navojoa,1,['GH1'],GH1,Arthropoda
-3.12939216210622,18.524456191327545,Gavialis_gangeticus,1,['GH1'],GH1,Chordata
9.37709571447475,-13.735831615732137,Paecilomyces_variotii,4,"['GH3', 'GH3', 'GH16', 'GH51']","GH3, GH3, GH16, GH51",Ascomycota
-2.9786106583957994,20.08318721883632,Myotis_davidii,1,['GH1'],GH1,Chordata
32.3604513294556,-5.29266439215752,Mycena_indigotica,13,"['GH1', 'GH3', 'GH3', 'GH5', 'GH5', 'GH7', 'GH9', 'GH10', 'GH12', 'GH16', 'GH51', 'GH74', 'GH131']","GH1, GH3, GH3, GH5, GH5, GH7, GH9, GH10, GH12, GH16, GH51, GH74, GH131",Basidiomycota
-7.770259186548355,17.06275606838451,Paramormyrops_kingsleyae,1,['GH1'],GH1,Chordata
-2.739628062081849,22.32237800600548,Hippoglossus_stenolepis,1,['GH1'],GH1,Chordata
35.65050899075244,8.920542759678208,Aspergillus_aculeatus_ATCC_16872,11,"['GH1', 'GH3', 'GH3', 'GH5', 'GH6', 'GH7', 'GH10', 'GH12', 'GH16', 'GH51', 'GH74']","GH1, GH3, GH3, GH5, GH6, GH7, GH10, GH12, GH16, GH51, GH74",Ascomycota
-4.485258685418881,18.316897753581618,Bos_mutus,1,['GH1'],GH1,Chordata
34.564523496069974,-9.93638687570062,Rhizoctonia_solani,20,"['GH1', 'GH2', 'GH3', 'GH3', 'GH3', 'GH5', 'GH5', 'GH5', 'GH6', 'GH7', 'GH9', 'GH9', 'GH10', 'GH12', 'GH16', 'GH30', 'GH45', 'GH51', 'GH74', 'GH131']","GH1, GH2, GH3, GH3, GH3, GH5, GH5, GH5, GH6, GH7, GH9, GH9, GH10, GH12, GH16, GH30, GH45, GH51, GH74, GH131",Basidiomycota
-2.8868955156735603,22.45751268587728,Cavia_porcellus,1,['GH1'],GH1,Chordata
-14.738762629153578,-32.223839287219825,Ceratosolen_solmsi_marchali,3,"['GH1', 'GH2', 'GH9']","GH1, GH2, GH9",Arthropoda
-14.00624491245927,-55.63404896716599,Manihot_esculenta,6,"['GH1', 'GH3', 'GH9', 'GH9', 'GH10', 'GH51']","GH1, GH3, GH9, GH9, GH10, GH51",Viridiplantae
7.8551398544092566,-16.478017377423107,Tetrapisispora_phaffii_CBS_4417,1,['GH16'],GH16,Ascomycota
-6.061854446125249,17.074789078124248,Miniopterus_natalensis,1,['GH1'],GH1,Chordata
6.843565947820447,-12.323833506184652,Trichophyton_rubrum_CBS_118892,3,"['GH2', 'GH3', 'GH16']","GH2, GH3, GH16",Ascomycota
7.5852026753590245,-15.512373174478594,Saccharomyces_eubayanus,1,['GH16'],GH16,Ascomycota
-2.9669422076060625,21.21597660944726,Cricetulus_griseus,1,['GH1'],GH1,Chordata
4.032461551638878,-38.63172095286152,Arachis_ipaensis,5,"['GH1', 'GH3', 'GH9', 'GH10', 'GH51']","GH1, GH3, GH9, GH10, GH51",Viridiplantae
-2.476522720009186,20.514978511131453,Hipposideros_armiger,1,['GH1'],GH1,Chordata
-3.0907000451753093,19.939177460177405,Chiloscyllium_plagiosum,1,['GH1'],GH1,Chordata
-7.237540959571608,18.203379223219553,Felis_catus,1,['GH1'],GH1,Chordata
-5.37979785499505,17.675533253617118,Neomonachus_schauinslandi,1,['GH1'],GH1,Chordata
-27.498827584828987,-1.9100217174606084,Lipotes_vexillifer,2,"['GH1', 'GH3']","GH1, GH3",Chordata
-26.767249502498814,-7.520015796960917,Phasianus_colchicus,2,"['GH1', 'GH3']","GH1, GH3",Chordata
-25.39308544943259,-2.9094917344872844,Cygnus_olor,2,"['GH1', 'GH3']","GH1, GH3",Chordata
32.397110135559636,6.548383694773977,Aspergillus_uvarum_CBS_121591,11,"['GH1', 'GH2', 'GH3', 'GH3', 'GH5', 'GH6', 'GH7', 'GH10', 'GH12', 'GH16', 'GH51']","GH1, GH2, GH3, GH3, GH5, GH6, GH7, GH10, GH12, GH16, GH51",Ascomycota
11.699600700060655,-2.9265888567987957,Cantharellus_anzutake,8,"['GH2', 'GH3', 'GH3', 'GH5', 'GH7', 'GH9', 'GH16', 'GH131']","GH2, GH3, GH3, GH5, GH7, GH9, GH16, GH131",Basidiomycota
39.35453050809013,-0.8762591352524183,Daldinia_childiae,11,"['GH1', 'GH2', 'GH3', 'GH3', 'GH6', 'GH7', 'GH10', 'GH45', 'GH51', 'GH74', 'GH131']","GH1, GH2, GH3, GH3, GH6, GH7, GH10, GH45, GH51, GH74, GH131",Ascomycota
-2.958074890818774,18.96339416260462,Sarcophilus_harrisii,1,['GH1'],GH1,Chordata
-3.9373278404902026,18.90872696451011,Cervus_canadensis,1,['GH1'],GH1,Chordata
-7.166075606946128,17.709824471123984,Morone_saxatilis,1,['GH1'],GH1,Chordata
39.34986832681776,-0.039241852619385405,Scedosporium_apiospermum,10,"['GH1', 'GH3', 'GH6', 'GH7', 'GH10', 'GH12', 'GH45', 'GH51', 'GH74', 'GH131']","GH1, GH3, GH6, GH7, GH10, GH12, GH45, GH51, GH74, GH131",Ascomycota
-14.697756600420544,-32.264020704289976,Tribolium_madens,3,"['GH1', 'GH2', 'GH9']","GH1, GH2, GH9",Arthropoda
28.889957563870645,8.551528305735346,Aspergillus_ochraceoroseus_IBT_24754,9,"['GH1', 'GH2', 'GH3', 'GH3', 'GH7', 'GH10', 'GH12', 'GH16', 'GH51']","GH1, GH2, GH3, GH3, GH7, GH10, GH12, GH16, GH51",Ascomycota
-8.019150066470422,16.83172319672251,Rhinopithecus_bieti,1,['GH1'],GH1,Chordata
-8.501500142530725,17.771970594068556,Neolamprologus_brichardi,1,['GH1'],GH1,Chordata
-7.9353290757860835,17.743366254701755,Anser_cygnoides_domesticus,1,['GH1'],GH1,Chordata
16.683006582999507,7.077332343557267,Fonsecaea_monophora,7,"['GH1', 'GH3', 'GH3', 'GH3', 'GH5', 'GH10', 'GH16']","GH1, GH3, GH3, GH3, GH5, GH10, GH16",Ascomycota
2.9344346530223175,-11.743550533620159,Cordyceps_fumosorosea_ARSEF_2679,2,"['GH2', 'GH3']","GH2, GH3",Ascomycota
3.7732940309450025,-38.20752496414428,Arachis_duranensis,5,"['GH1', 'GH3', 'GH9', 'GH10', 'GH51']","GH1, GH3, GH9, GH10, GH51",Viridiplantae
33.31031047173194,1.3979789205076447,Hyaloscypha_bicolor_E,13,"['GH1', 'GH2', 'GH3', 'GH3', 'GH5', 'GH6', 'GH7', 'GH10', 'GH12', 'GH16', 'GH45', 'GH51', 'GH131']","GH1, GH2, GH3, GH3, GH5, GH6, GH7, GH10, GH12, GH16, GH45, GH51, GH131",Ascomycota
-3.178649616752738,-21.28546662592393,Melanaphis_sacchari,1,['GH9'],GH9,Arthropoda
-7.180564928188876,16.68780236979129,Drosophila_mauritiana,1,['GH1'],GH1,Arthropoda
-6.35264628677807,-27.941020159110018,Bombus_vosnesenskii,2,"['GH1', 'GH9']","GH1, GH9",Arthropoda
32.6374450774835,11.985106893137377,Aspergillus_ibericus_CBS_121593,8,"['GH1', 'GH3', 'GH3', 'GH7', 'GH12', 'GH16', 'GH51', 'GH74']","GH1, GH3, GH3, GH7, GH12, GH16, GH51, GH74",Ascomycota
19.855116905818008,1.3932403679803604,Suillus_clintonianus,11,"['GH1', 'GH2', 'GH3', 'GH3', 'GH5', 'GH5', 'GH9', 'GH12', 'GH16', 'GH51', 'GH131']","GH1, GH2, GH3, GH3, GH5, GH5, GH9, GH12, GH16, GH51, GH131",Basidiomycota
0.32734937572968814,-42.9967890668578,Raphanus_sativus,6,"['GH1', 'GH2', 'GH3', 'GH9', 'GH10', 'GH51']","GH1, GH2, GH3, GH9, GH10, GH51",Viridiplantae
-5.812310561957733,-28.197909862031782,Wasmannia_auropunctata,2,"['GH1', 'GH9']","GH1, GH9",Arthropoda
3.7045683611129565,-16.053238722905654,Mixia_osmundae_IAM_14324,1,['GH12'],GH12,Basidiomycota
-7.766574408826906,17.936401062335477,Poecilia_latipinna,1,['GH1'],GH1,Chordata
-11.015983694814969,-59.26694698110976,Tarenaya_hassleriana,6,"['GH1', 'GH2', 'GH3', 'GH9', 'GH10', 'GH51']","GH1, GH2, GH3, GH9, GH10, GH51",Viridiplantae
-8.366332569845268,17.28873173727837,Sinocyclocheilus_rhinocerous,1,['GH1'],GH1,Chordata
-8.338745368428297,18.499796404478673,Panthera_pardus,1,['GH1'],GH1,Chordata
-25.55446582190671,-5.455110487002933,Pseudopodoces_humilis,2,"['GH1', 'GH3']","GH1, GH3",Chordata
-8.533698194175441,18.45918328236443,Melanotaenia_boesemani,1,['GH1'],GH1,Chordata
-0.12515180947232796,-42.48166510602427,Papaver_somniferum,6,"['GH1', 'GH2', 'GH3', 'GH9', 'GH10', 'GH51']","GH1, GH2, GH3, GH9, GH10, GH51",Viridiplantae
-3.5458827745615085,-21.03705148132444,Aphis_gossypii,1,['GH9'],GH9,Arthropoda
-8.171179391038033,18.037440842507984,Chanos_chanos,1,['GH1'],GH1,Chordata
-6.8209789712685955,-28.2098942075125,Habropoda_laboriosa,2,"['GH1', 'GH9']","GH1, GH9",Arthropoda
16.062761115233624,7.244461835547262,Rhinocladiella_mackenziei_CBS_650.93,6,"['GH1', 'GH3', 'GH3', 'GH3', 'GH5', 'GH16']","GH1, GH3, GH3, GH3, GH5, GH16",Ascomycota
-10.62807189377957,-52.9539310109984,Prosopis_alba,7,"['GH1', 'GH3', 'GH3', 'GH9', 'GH9', 'GH10', 'GH51']","GH1, GH3, GH3, GH9, GH9, GH10, GH51",Viridiplantae
-9.321763714192292,17.753883070230607,Meriones_unguiculatus,1,['GH1'],GH1,Chordata
13.940437465694409,7.175068116719202,Metarhizium_robertsii_ARSEF_23,4,"['GH1', 'GH3', 'GH5', 'GH12']","GH1, GH3, GH5, GH12",Ascomycota
-9.06404753801464,18.66148043076321,Tachysurus_fulvidraco,1,['GH1'],GH1,Chordata
-0.7313760398087855,-42.7053214738748,Triticum_dicoccoides,6,"['GH1', 'GH2', 'GH3', 'GH9', 'GH10', 'GH51']","GH1, GH2, GH3, GH9, GH10, GH51",Viridiplantae
-6.561003210979718,-27.71340249761922,Apis_florea,2,"['GH1', 'GH9']","GH1, GH9",Arthropoda
13.057809034050415,-8.715844415655583,Saprochaete_ingens,3,"['GH3', 'GH3', 'GH16']","GH3, GH3, GH16",Ascomycota
26.3551427517102,0.7117772229212376,Tuber_melanosporum_Mel28,6,"['GH1', 'GH5', 'GH12', 'GH16', 'GH45', 'GH131']","GH1, GH5, GH12, GH16, GH45, GH131",Ascomycota
25.16704927240038,-11.739931923313039,Synchytrium_microbalum,6,"['GH1', 'GH2', 'GH5', 'GH7', 'GH30', 'GH131']","GH1, GH2, GH5, GH7, GH30, GH131",other
39.39239516674526,0.3213043888859163,Glarea_lozoyensis_ATCC_20868,12,"['GH1', 'GH3', 'GH3', 'GH6', 'GH7', 'GH10', 'GH12', 'GH16', 'GH45', 'GH51', 'GH74', 'GH131']","GH1, GH3, GH3, GH6, GH7, GH10, GH12, GH16, GH45, GH51, GH74, GH131",Ascomycota
12.555036979285434,11.19620437634624,Suhomyces_tanzawaensis_NRRL_Y-17324,3,"['GH1', 'GH5', 'GH16']","GH1, GH5, GH16",Ascomycota
-9.459207509092751,19.40677107449179,Egretta_garzetta,1,['GH1'],GH1,Chordata
-5.924534536863165,20.581640502888874,Haliaeetus_albicilla,1,['GH1'],GH1,Chordata
-6.320229040917641,20.92442821953104,Trichechus_manatus_latirostris,1,['GH1'],GH1,Chordata
-6.913766654363597,20.782960172661298,Oncorhynchus_tshawytscha,1,['GH1'],GH1,Chordata
33.03878436173542,6.968823704763189,Aspergillus_candidus,10,"['GH1', 'GH3', 'GH3', 'GH5', 'GH6', 'GH7', 'GH10', 'GH12', 'GH16', 'GH51']","GH1, GH3, GH3, GH5, GH6, GH7, GH10, GH12, GH16, GH51",Ascomycota
28.722080460202818,5.330015087342536,Aureobasidium_namibiae_CBS_147.97,11,"['GH1', 'GH2', 'GH3', 'GH3', 'GH5', 'GH7', 'GH10', 'GH12', 'GH16', 'GH45', 'GH51']","GH1, GH2, GH3, GH3, GH5, GH7, GH10, GH12, GH16, GH45, GH51",Ascomycota
-6.151344233202444,20.82054825471692,Drosophila_eugracilis,1,['GH1'],GH1,Arthropoda
-6.465290145402437,20.32648646463578,Mastomys_coucha,1,['GH1'],GH1,Chordata
-10.839991775238971,-57.6893381743474,Abrus_precatorius,7,"['GH1', 'GH2', 'GH3', 'GH9', 'GH9', 'GH10', 'GH51']","GH1, GH2, GH3, GH9, GH9, GH10, GH51",Viridiplantae
-6.397749467746783,21.35927435126615,Dipodomys_ordii,1,['GH1'],GH1,Chordata
-27.91009396601261,-7.395710175709441,Chiroxiphia_lanceolata,2,"['GH1', 'GH3']","GH1, GH3",Chordata
16.577599718016916,5.815450441173072,Cyphellophora_europaea_CBS_101466,8,"['GH1', 'GH3', 'GH3', 'GH5', 'GH10', 'GH12', 'GH16', 'GH51']","GH1, GH3, GH3, GH5, GH10, GH12, GH16, GH51",Ascomycota
38.747325168262584,5.145608302210725,Sodiomyces_alkalinus_F11,9,"['GH1', 'GH3', 'GH3', 'GH6', 'GH7', 'GH10', 'GH45', 'GH51', 'GH74']","GH1, GH3, GH3, GH6, GH7, GH10, GH45, GH51, GH74",Ascomycota
16.359608136561548,0.34903714849478445,Kwoniella_mangroviensis_CBS_8507,8,"['GH1', 'GH2', 'GH3', 'GH3', 'GH5', 'GH5', 'GH9', 'GH16']","GH1, GH2, GH3, GH3, GH5, GH5, GH9, GH16",Basidiomycota
-15.693713176966481,-55.43398721363584,Rosa_chinensis,5,"['GH1', 'GH9', 'GH9', 'GH10', 'GH51']","GH1, GH9, GH9, GH10, GH51",Viridiplantae
6.889718487301649,-17.4206629178248,Lachancea_lanzarotensis,1,['GH16'],GH16,Ascomycota
-6.293716231307149,21.035826021249846,Petromyzon_marinus,1,['GH1'],GH1,Chordata
-5.785278598356754,21.233992162463174,Leptosomus_discolor,1,['GH1'],GH1,Chordata
-6.1560504273726435,20.487252022571422,Bemisia_tabaci,1,['GH1'],GH1,Arthropoda
-6.685732500173913,20.70239675595542,Seriola_lalandi_dorsalis,1,['GH1'],GH1,Chordata
-5.827488851963047,20.658568092833725,Denticeps_clupeoides,1,['GH1'],GH1,Chordata
-15.676144495348408,-54.78123938058061,Populus_euphratica,5,"['GH1', 'GH9', 'GH9', 'GH10', 'GH51']","GH1, GH9, GH9, GH10, GH51",Viridiplantae
-25.02572691702272,-5.999518961372502,Hirundo_rustica,2,"['GH1', 'GH3']","GH1, GH3",Chordata
-2.6081456552564726,0.5674297625547005,Beauveria_bassiana_ARSEF_2860,6,"['GH1', 'GH2', 'GH3', 'GH10', 'GH12', 'GH45']","GH1, GH2, GH3, GH10, GH12, GH45",Ascomycota
-5.838184155579895,-27.775979734688743,Megalopta_genalis,2,"['GH1', 'GH9']","GH1, GH9",Arthropoda
28.593219794936665,8.942912526377835,Aspergillus_pseudotamarii,9,"['GH1', 'GH2', 'GH3', 'GH3', 'GH7', 'GH10', 'GH12', 'GH16', 'GH51']","GH1, GH2, GH3, GH3, GH7, GH10, GH12, GH16, GH51",Ascomycota
-6.705829639838106,21.12850388631261,Myotis_brandtii,1,['GH1'],GH1,Chordata
5.843292402701961,-43.14263193496628,Nicotiana_tabacum,5,"['GH1', 'GH3', 'GH3', 'GH9', 'GH51']","GH1, GH3, GH3, GH9, GH51",Viridiplantae
38.97763047705711,-3.9552476761924384,Fusarium_graminearum_PH-1,13,"['GH1', 'GH2', 'GH3', 'GH5', 'GH5', 'GH6', 'GH7', 'GH10', 'GH12', 'GH45', 'GH51', 'GH74', 'GH131']","GH1, GH2, GH3, GH5, GH5, GH6, GH7, GH10, GH12, GH45, GH51, GH74, GH131",Ascomycota
-6.221966355603627,21.101274501416793,Theropithecus_gelada,1,['GH1'],GH1,Chordata
-6.378257831781896,20.640698947979384,Trichosurus_vulpecula,1,['GH1'],GH1,Chordata
-6.1319468150751035,-27.953657633696906,Pediculus_humanus_corporis,2,"['GH1', 'GH9']","GH1, GH9",Arthropoda
-6.426700986598152,21.127536809103805,Callithrix_jacchus,1,['GH1'],GH1,Chordata
-6.22430852270965,20.732710796012956,Empidonax_traillii,1,['GH1'],GH1,Chordata
36.553583915294965,-5.151140768328944,Pseudomassariella_vexata,12,"['GH1', 'GH3', 'GH3', 'GH5', 'GH5', 'GH7', 'GH10', 'GH12', 'GH45', 'GH51', 'GH74', 'GH131']","GH1, GH3, GH3, GH5, GH5, GH7, GH10, GH12, GH45, GH51, GH74, GH131",Ascomycota
-5.568623571146727,21.3482027970879,Lynx_canadensis,1,['GH1'],GH1,Chordata
6.309195010012914,-9.521239121727755,Cyberlindnera_jadinii_NRRL_Y-1542,3,"['GH3', 'GH5', 'GH16']","GH3, GH5, GH16",Ascomycota
32.76117024080232,0.24707385291189543,Botrytis_cinerea_B05.10,12,"['GH1', 'GH2', 'GH3', 'GH5', 'GH6', 'GH7', 'GH10', 'GH12', 'GH16', 'GH45', 'GH51', 'GH131']","GH1, GH2, GH3, GH5, GH6, GH7, GH10, GH12, GH16, GH45, GH51, GH131",Ascomycota
-10.735980010861123,-57.689794366345915,Citrus_x_clementina,7,"['GH1', 'GH2', 'GH3', 'GH9', 'GH9', 'GH10', 'GH51']","GH1, GH2, GH3, GH9, GH9, GH10, GH51",Viridiplantae
6.6085476577227364,-17.750460594958724,Zygosaccharomyces_rouxii,1,['GH16'],GH16,Ascomycota
-5.91391674725887,21.37729844134238,Dinoponera_quadriceps,1,['GH1'],GH1,Arthropoda
-13.843309087682897,-32.381872689180064,Polistes_canadensis,3,"['GH1', 'GH2', 'GH9']","GH1, GH2, GH9",Arthropoda
3.657467926356426,-13.024093077265695,Entamoeba_dispar_SAW760,1,['GH3'],GH3,Amoebozoa
19.04248067943854,6.254916268979131,Penicillium_roqueforti,10,"['GH1', 'GH2', 'GH3', 'GH3', 'GH5', 'GH7', 'GH10', 'GH12', 'GH16', 'GH51']","GH1, GH2, GH3, GH3, GH5, GH7, GH10, GH12, GH16, GH51",Ascomycota
-5.855491412691523,21.03490065184171,Ceratina_calcarata,1,['GH1'],GH1,Arthropoda
11.271094612218373,-8.150526171057928,Malassezia_globosa_CBS_7966,2,"['GH3', 'GH3']","GH3, GH3",Basidiomycota
-5.9512721180650585,20.82932775522608,Pundamilia_nyererei,1,['GH1'],GH1,Chordata
32.17272689399756,0.8579444421338753,Parastagonospora_nodorum_SN15,11,"['GH1', 'GH3', 'GH5', 'GH6', 'GH7', 'GH10', 'GH12', 'GH16', 'GH45', 'GH51', 'GH131']","GH1, GH3, GH5, GH6, GH7, GH10, GH12, GH16, GH45, GH51, GH131",Ascomycota
-6.1722432146627195,20.223053175737075,Aricia_agestis,1,['GH1'],GH1,Arthropoda
-14.858538760004732,-31.803653422405745,Copidosoma_floridanum,3,"['GH1', 'GH2', 'GH9']","GH1, GH2, GH9",Arthropoda
-7.902273436392705,-26.92916125378702,Pseudomyrmex_gracilis,2,"['GH1', 'GH9']","GH1, GH9",Arthropoda
24.63345627740874,-12.433715077264457,Plasmopara_halstedii,8,"['GH1', 'GH2', 'GH3', 'GH5', 'GH7', 'GH10', 'GH12', 'GH30']","GH1, GH2, GH3, GH5, GH7, GH10, GH12, GH30",Oomycota
-6.28525240410233,21.134054906191338,Drosophila_mojavensis,1,['GH1'],GH1,Arthropoda
-9.411420797676367,-33.444463781728835,Actinia_tenebrosa,6,"['GH1', 'GH2', 'GH5', 'GH5', 'GH9', 'GH10']","GH1, GH2, GH5, GH5, GH9, GH10",Cnidaria
-1.728762086986591,-41.327999652935354,Aplysia_californica,5,"['GH1', 'GH2', 'GH3', 'GH9', 'GH10']","GH1, GH2, GH3, GH9, GH10",Spiralia
-6.367205977578275,21.150748577612273,Lontra_canadensis,1,['GH1'],GH1,Chordata
33.262035144395966,1.2765257825824359,Botrytis_porri,13,"['GH1', 'GH2', 'GH3', 'GH3', 'GH5', 'GH6', 'GH7', 'GH10', 'GH12', 'GH16', 'GH45', 'GH51', 'GH131']","GH1, GH2, GH3, GH3, GH5, GH6, GH7, GH10, GH12, GH16, GH45, GH51, GH131",Ascomycota
-16.070038936926597,-2.2249612447922384,Saprolegnia_diclina_VS20,3,"['GH1', 'GH3', 'GH5']","GH1, GH3, GH5",Oomycota
-14.830045350967145,-2.0743331423440297,Wallemia_mellicola_CBS_633.66,3,"['GH1', 'GH3', 'GH5']","GH1, GH3, GH5",Basidiomycota
-6.055155452977037,20.933957620438377,Sinocyclocheilus_grahami,1,['GH1'],GH1,Chordata
-9.739021488161635,-33.407894690020406,Nematostella_vectensis,6,"['GH1', 'GH2', 'GH5', 'GH5', 'GH9', 'GH10']","GH1, GH2, GH5, GH5, GH9, GH10",Cnidaria
-6.774144925865886,21.124518150692825,Drosophila_bipectinata,1,['GH1'],GH1,Arthropoda
34.52107984828205,-9.185870355973348,Colletotrichum_fructicola,15,"['GH1', 'GH2', 'GH3', 'GH3', 'GH5', 'GH5', 'GH6', 'GH7', 'GH10', 'GH12', 'GH30', 'GH45', 'GH51', 'GH74', 'GH131']","GH1, GH2, GH3, GH3, GH5, GH5, GH6, GH7, GH10, GH12, GH30, GH45, GH51, GH74, GH131",Ascomycota
-6.314475133123127,21.001450489426247,Oreochromis_niloticus,1,['GH1'],GH1,Chordata
16.59849228175109,-4.301760974976339,Ustilago_hordei,8,"['GH3', 'GH3', 'GH5', 'GH9', 'GH10', 'GH16', 'GH45', 'GH51']","GH3, GH3, GH5, GH9, GH10, GH16, GH45, GH51",Basidiomycota
